OBJECTID,INCIDENT_TYPE,REPORT_TAKEN_DATE_EST,YEAR,DATA_TYPE,SUBJECT_RACE,SUBJECT_SEX,SUBJECT_ETHNICITY,BLOCK_ADDRESS,RECODE_ADD,INCIDENT_LOCATION_DISTRICT,INCIDENT_LOCATION_PSA,AGE,WARD,VOTE_PRECINCT,ADVIS_NEIGH_COMMIS,POLICE_DISTRICT,SINGLE_MEMBER_DISTRICT,POLICE_SERVICE AREA,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER
10689,Stop & Frisk,2014-07-26T00:31:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,5500 B/O GEORGIA AVE NW,5500 GEORGIA AVE NW,4D,403,,,,,,,,,
10690,Stop & Frisk,2014-07-26T00:31:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,5500 B/O GEORGIA AVE NW,5500 GEORGIA AVE NW,4D,403,23,,,,,,,,
10691,Stop & Frisk,2014-07-26T02:23:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1500 B/O BENNING RD NE,1500 BENNING RD NE,5D,507,32,,,,,,,,
10692,Stop & Frisk,2014-07-26T03:45:00.000Z,2014,Person,Black,Male,Unknown,1200 B/O 5TH ST NE,1200 5TH ST NE,1D,104,21,,,,,,,,
10693,Stop & Frisk,2014-07-26T04:20:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,5300 B/O GEORGIA AVE NW,5300 GEORGIA AVE NW,4D,403,41,,,,,,,,
10694,Stop & Frisk,2014-07-26T12:15:00.000Z,2014,Person,Black,Male,Unknown,ATLANTIC ST SW / SOUTH CAPITOL TER SW,ATLANTIC ST SW / SOUTH CAPITOL TER SW,7D,708,36,,,,,,,,
10695,Stop & Frisk,2014-07-26T13:31:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1200 B/O HALF ST SE,1200 HALF ST SE,1D,106,32,,,,,,,,
10696,Stop & Frisk,2014-07-26T17:00:00.000Z,2014,Person,White,Male,Not Hispanic Or Latino,PARK RD NW / WARDER ST NW,PARK RD NW / WARDER ST NW,4D,409,27,,,,,,,,
10697,Stop & Frisk,2014-07-26T17:40:00.000Z,2014,Person,Black,Male,Unknown,1800 B/O BENNING RD NE,1800 BENNING RD NE,5D,507,57,,,,,,,,
10698,Stop & Frisk,2014-07-26T18:58:00.000Z,2014,Person,Black,Male,Unknown,1100 B/O STAPLES ST NE,1100 STAPLES ST NE,5D,506,64,,,,,,,,
10699,Stop & Frisk,2014-07-27T03:43:00.000Z,2014,Person,Black,Male,Unknown,2400 B/O 18TH ST NW,2400 18TH ST NW,3D,303,22,,,,,,,,
10700,Stop & Frisk,2014-07-27T03:57:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2300 B/O 18TH ST NW,2300 18TH ST NW,3D,303,28,,,,,,,,
10701,Stop & Frisk,2014-07-27T06:12:00.000Z,2014,Person,Black,Male,Unknown,300 B/O RALEIGH ST SE,300 RALEIGH ST SE,7D,707,25,,,,,,,,
10702,Stop & Frisk,2014-05-10T05:10:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1800 B/O CALVERT ST NW,1800 CALVERT ST NW,3D,303,22,,,,,,,,
10703,Stop & Frisk,2014-05-10T05:10:00.000Z,2014,Person,Black,Male,Unknown,1800 B/O CALVERT ST NW,1800 CALVERT ST NW,3D,303,25,,,,,,,,
10704,Stop & Frisk,2014-05-10T05:10:00.000Z,2014,Person,Unknown,Male,Hispanic Or Latino,1800 B/O CALVERT ST NW,1800 CALVERT ST NW,3D,303,18,,,,,,,,
10705,Stop & Frisk,2014-05-10T05:40:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,900 B/O JEFFERSON ST NW,900 JEFFERSON ST NW,4D,403,32,,,,,,,,
10706,Stop & Frisk,2014-05-10T19:13:00.000Z,2014,Person,Black,Unknown,Not Hispanic Or Latino,1ST ST SE / XENIA ST SE,1ST ST SE / XENIA ST SE,7D,707,,,,,,,,,
10707,Stop & Frisk,2014-05-11T03:56:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2400 B/O 18TH ST NW,2400 18TH ST NW,3D,303,26,,,,,,,,
10708,Stop & Frisk,2014-05-11T04:37:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1600 B/O BENNING RD NE,1600 BENNING RD NE,5D,507,30,,,,,,,,
10709,Stop & Frisk,2014-05-11T04:37:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1600 B/O BENNING RD NE,1600 BENNING RD NE,5D,507,37,,,,,,,,
10710,Stop & Frisk,2014-05-11T14:50:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1400 B/O CEDAR ST SE,1400 CEDAR ST SE,7D,701,Juvenile,,,,,,,,
10711,Stop & Frisk,2014-05-11T19:21:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,400 B/O LONGFELLOW ST NW,400 LONGFELLOW ST NW,4D,403,19,,,,,,,,
10712,Stop & Frisk,2014-05-11T21:46:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,700 B/O CONGRESS ST SE,700 CONGRESS ST SE,7D,705,18,,,,,,,,
10713,Stop & Frisk,2014-05-11T23:15:00.000Z,2014,Person,Black,Male,Unknown,1600 B/O MARYLAND AVE NE,1600 MARYLAND AVE NE,,,19,,,,,,,,
10714,Stop & Frisk,2014-05-12T00:23:00.000Z,2014,Person,Black,Male,Unknown,53RD ST SE / C ST SE,53RD ST SE / C ST SE,6D,604,19,,,,,,,,
10715,Stop & Frisk,2014-05-12T00:55:00.000Z,2014,Person,Black,Male,Unknown,3200 B/O 13TH ST SE,3200 13TH ST SE,7D,705,18,,,,,,,,
10716,Stop & Frisk,2014-05-12T06:00:00.000Z,2014,Person,Black,Male,Unknown,1400 B/O CEDAR ST SE,1400 CEDAR ST SE,7D,701,33,,,,,,,,
10717,Stop & Frisk,2014-05-12T16:34:00.000Z,2014,Person,Black,Male,Unknown,1200 B/O 1ST ST NE,1200 1ST ST NE,5D,501,28,,,,,,,,
10718,Stop & Frisk,2014-05-12T17:03:00.000Z,2014,Person,Black,Male,Unknown,2ND ST NW / W ST NW,2ND ST NW / W ST NW,3D,306,34,,,,,,,,
10719,Stop & Frisk,2014-05-12T19:00:00.000Z,2014,Person,Black,Male,Unknown,3200 B/O 13TH ST SE,3200 13TH ST SE,7D,705,22,,,,,,,,
10720,Stop & Frisk,2014-05-12T19:00:00.000Z,2014,Person,Black,Male,Unknown,3200 B/O 13TH ST SE,3200 13TH ST SE,7D,705,18,,,,,,,,
10721,Stop & Frisk,2014-05-12T19:00:00.000Z,2014,Person,Black,Male,Unknown,3200 B/O 13TH ST SE,3200 13TH ST SE,7D,705,29,,,,,,,,
10722,Stop & Frisk,2014-05-12T19:00:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,3200 B/O 13TH ST SE,3200 13TH ST SE,7D,705,21,,,,,,,,
10723,Stop & Frisk,2014-05-12T19:53:00.000Z,2014,Person,Black,Female,Unknown,1500 B/O BENNING RD NE,1500 BENNING RD NE,5D,507,38,,,,,,,,
10724,Stop & Frisk,2014-05-12T21:16:00.000Z,2014,Person,Black,Male,Unknown,0 B/O H ST SW,0 H ST SW,1D,105,Juvenile,,,,,,,,
10725,Stop & Frisk,2014-05-12T23:20:00.000Z,2014,Person,Black,Female,Not Hispanic Or Latino,2400 B/O ALABAMA AVE SE,2400 ALABAMA AVE SE,7D,702,27,,,,,,,,
10726,Stop & Frisk,2014-05-12T23:20:00.000Z,2014,Person,Black,Male,Unknown,2400 B/O ALABAMA AVE SE,2400 ALABAMA AVE SE,7D,702,37,,,,,,,,
10727,Stop & Frisk,2014-05-12T23:20:00.000Z,2014,Person,Black,Male,Unknown,2400 B/O ALABAMA AVE SE,2400 ALABAMA AVE SE,7D,702,31,,,,,,,,
10728,Stop & Frisk,2014-05-13T15:33:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,G ST SE / MINNESOTA AVE SE,G ST SE / MINNESOTA AVE SE,6D,605,23,,,,,,,,
10729,Stop & Frisk,2014-05-13T17:23:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1ST ST NW / U ST NW,1ST ST NW / U ST NW,5D,501,27,,,,,,,,
10730,Stop & Frisk,2014-05-13T19:13:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,32ND ST SE / BANGOR ST SE,32ND ST SE / BANGOR ST SE,6D,606,19,,,,,,,,
10731,Stop & Frisk,2014-05-13T19:13:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,32ND ST SE / BANGOR ST SE,32ND ST SE / BANGOR ST SE,6D,606,20,,,,,,,,
10732,Stop & Frisk,2014-05-14T03:50:00.000Z,2014,Person,Black,Male,Unknown,7000 B/O GEORGIA AVE NW,7000 GEORGIA AVE NW,4D,401,35,,,,,,,,
10733,Stop & Frisk,2014-05-14T04:37:00.000Z,2014,Person,Black,Female,Not Hispanic Or Latino,1800 B/O BENNING RD NE,1800 BENNING RD NE,5D,507,41,,,,,,,,
10734,Stop & Frisk,2014-05-14T06:53:00.000Z,2014,Person,Black,Male,Unknown,25TH ST SE / ALABAMA AVE SE,25TH ST SE / ALABAMA AVE SE,7D,702,42,,,,,,,,
10735,Stop & Frisk,2014-05-14T08:23:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2900 B/O MARTIN LUTHER KING JR AVE SE,2900 MARTIN LUTHER KING JR AVE SE,7D,707,Juvenile,,,,,,,,
10736,Stop & Frisk,2014-05-14T08:33:00.000Z,2014,Person,Black,Male,Unknown,GEORGIA AVE NW / PARK RD NW,GEORGIA AVE NW / PARK RD NW,4D,405,51,,,,,,,,
10737,Stop & Frisk,2014-05-14T08:33:00.000Z,2014,Person,Unknown,Unknown,Unknown,GEORGIA AVE NW / PARK RD NW,GEORGIA AVE NW / PARK RD NW,4D,405,,,,,,,,,
10738,Stop & Frisk,2014-05-14T10:18:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,5200 B/O CENTRAL AVE SE,5200 CENTRAL AVE SE,6D,604,22,,,,,,,,
10739,Stop & Frisk,2014-05-14T10:18:00.000Z,2014,Person,Black,Male,Unknown,5200 B/O CENTRAL AVE SE,5200 CENTRAL AVE SE,6D,604,21,,,,,,,,
10740,Stop & Frisk,2014-05-14T10:18:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,5200 B/O CENTRAL AVE SE,5200 CENTRAL AVE SE,6D,604,19,,,,,,,,
10741,Stop & Frisk,2014-05-14T12:07:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,13TH PL SE / CONGRESS ST SE,13TH PL SE / CONGRESS ST SE,7D,705,19,,,,,,,,
10742,Stop & Frisk,2014-05-14T12:07:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,13TH PL SE / CONGRESS ST SE,13TH PL SE / CONGRESS ST SE,7D,705,Juvenile,,,,,,,,
10743,Stop & Frisk,2014-05-14T12:07:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,13TH PL SE / CONGRESS ST SE,13TH PL SE / CONGRESS ST SE,7D,705,Juvenile,,,,,,,,
10744,Stop & Frisk,2014-05-14T14:38:00.000Z,2014,Person,Black,Male,Unknown,29TH ST NW / GARFIELD ST NW,29TH ST NW / GARFIELD ST NW,2D,204,19,,,,,,,,
10745,Stop & Frisk,2014-05-14T14:38:00.000Z,2014,Person,Black,Male,Unknown,29TH ST NW / GARFIELD ST NW,29TH ST NW / GARFIELD ST NW,2D,204,19,,,,,,,,
10746,Stop & Frisk,2014-05-14T14:38:00.000Z,2014,Person,Black,Male,Unknown,29TH ST NW / GARFIELD ST NW,29TH ST NW / GARFIELD ST NW,2D,204,19,,,,,,,,
10747,Stop & Frisk,2014-05-14T14:38:00.000Z,2014,Person,Unknown,Unknown,Unknown,29TH ST NW / GARFIELD ST NW,29TH ST NW / GARFIELD ST NW,2D,204,,,,,,,,,
10748,Stop & Frisk,2014-05-14T17:09:00.000Z,2014,Person,Black,Male,Unknown,MISSISSIPPI AVE SE / WAYNE PL SE,MISSISSIPPI AVE SE / WAYNE PL SE,7D,707,45,,,,,,,,
10749,Stop & Frisk,2014-05-14T17:09:00.000Z,2014,Person,Black,Male,Unknown,MISSISSIPPI AVE SE / WAYNE PL SE,MISSISSIPPI AVE SE / WAYNE PL SE,7D,707,45,,,,,,,,
10750,Stop & Frisk,2014-05-14T17:10:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,500 B/O I ST NW,500 I ST NW,1D,102,54,,,,,,,,
10751,Stop & Frisk,2014-05-14T17:10:00.000Z,2014,Person,Black,Male,Hispanic Or Latino,500 B/O I ST NW,500 I ST NW,1D,102,57,,,,,,,,
10752,Stop & Frisk,2013-08-29T17:29:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3900 B/O MINNESOTA AVE NE,3900 MINNESOTA AVE NE,6D,602,25,,,,,,,,
10753,Stop & Frisk,2013-08-29T17:29:00.000Z,2013,Person,Unknown,Unknown,Unknown,3900 B/O MINNESOTA AVE NE,3900 MINNESOTA AVE NE,6D,602,,,,,,,,,
10754,Stop & Frisk,2013-08-29T17:50:00.000Z,2013,Person,Black,Female,Not Hispanic Or Latino,900 B/O RI AV NE,900 RI AV NE,5D,504,30,,,,,,,,
10755,Stop & Frisk,2013-08-29T18:00:00.000Z,2013,Person,Black,Male,Unknown,1100 B/O 47TH PL NE,1100 47TH PL NE,6D,602,29,,,,,,,,
10756,Stop & Frisk,2013-09-23T19:12:00.000Z,2013,Person,Black,Male,Unknown,1200 B/O MONTELLO AVE NE,1200 MONTELLO AVE NE,5D,506,55,,,,,,,,
10757,Stop & Frisk,2014-01-25T20:00:00.000Z,2014,Person,Unknown,Unknown,Unknown,1400 B/O GOOD HOPE RD SE,1400 GOOD HOPE RD SE,7D,703,,,,,,,,,
10758,Stop & Frisk,2014-01-25T22:02:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1400 B/O SHERIDAN ST NW,1400 SHERIDAN ST NW,4D,402,20,,,,,,,,
10759,Stop & Frisk,2014-01-26T02:13:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1100 B/O 5TH ST NE,1100 5TH ST NE,1D,104,24,,,,,,,,
10760,Stop & Frisk,2014-01-26T02:48:00.000Z,2014,Person,White,Male,Unknown,1800 B/O MASSACHUSETTS AVE NW,1800 MASSACHUSETTS AVE NW,2D,208,26,,,,,,,,
10761,Stop & Frisk,2014-01-26T02:48:00.000Z,2014,Person,White,Male,Unknown,1800 B/O MASSACHUSETTS AVE NW,1800 MASSACHUSETTS AVE NW,2D,208,25,,,,,,,,
10762,Stop & Frisk,2014-01-26T09:30:00.000Z,2014,Person,Black,Male,Unknown,2700 B/O MARTIN LUTHER KING JR AVE SE,2700 MARTIN LUTHER KING JR AVE SE,7D,703,33,,,,,,,,
10763,Stop & Frisk,2014-01-26T14:42:00.000Z,2014,Person,Unknown,Male,Hispanic Or Latino,5900 B/O 16TH ST NW,5900 16TH ST NW,4D,403,32,,,,,,,,
10764,Stop & Frisk,2014-01-26T23:29:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1100 B/O BUCHANAN ST NW,1100 BUCHANAN ST NW,4D,404,57,,,,,,,,
10765,Stop & Frisk,2014-01-27T04:00:00.000Z,2014,Person,Unknown,Male,Hispanic Or Latino,1300 B/O NEWTON ST NW,1300 NEWTON ST NW,4D,409,,,,,,,,,
10766,Stop & Frisk,2014-01-27T14:33:00.000Z,2014,Person,Black,Male,Unknown,4100 B/O SOUTHERN AVE SE,4100 SOUTHERN AVE SE,6D,605,24,,,,,,,,
10767,Stop & Frisk,2014-01-27T16:02:00.000Z,2014,Person,Black,Female,Not Hispanic Or Latino,2100 B/O H ST NE,2100 H ST NE,5D,507,36,,,,,,,,
10768,Stop & Frisk,2014-01-27T16:02:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2100 B/O H ST NE,2100 H ST NE,5D,507,42,,,,,,,,
10769,Stop & Frisk,2014-01-27T19:02:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1200 B/O WEST VIRGINIA AVE NE,1200 WEST VIRGINIA AVE NE,5D,506,53,,,,,,,,
10770,Stop & Frisk,2014-01-27T23:14:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,3800 B/O MINNESOTA AVE NE,3800 MINNESOTA AVE NE,6D,603,39,,,,,,,,
10771,Stop & Frisk,2014-01-27T23:50:00.000Z,2014,Person,Black,Male,Unknown,1600 B/O NEW YORK AVE NE,1600 NEW YORK AVE NE,5D,506,38,,,,,,,,
10772,Stop & Frisk,2014-01-27T23:50:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1600 B/O NEW YORK AVE NE,1600 NEW YORK AVE NE,5D,506,51,,,,,,,,
10773,Stop & Frisk,2014-01-27T23:50:00.000Z,2014,Person,Black,Male,Unknown,1600 B/O NEW YORK AVE NE,1600 NEW YORK AVE NE,5D,506,58,,,,,,,,
10774,Stop & Frisk,2014-01-28T16:17:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,4TH ST NE / W ST NE,4TH ST NE / W ST NE,5D,502,Juvenile,,,,,,,,
10775,Stop & Frisk,2014-01-29T00:25:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,4TH ST NW / NEW JERSEY AVE NW,4TH ST NW / NEW JERSEY AVE NW,3D,308,20,,,,,,,,
10776,Stop & Frisk,2014-01-29T05:41:00.000Z,2014,Person,Unknown,Male,Hispanic Or Latino,2900 B/O 20TH ST NE,2900 20TH ST NE,5D,503,23,,,,,,,,
10777,Stop & Frisk,2014-01-29T10:54:00.000Z,2014,Person,Black,Male,Unknown,HALF ST SW / O ST SW,HALF ST SW / O ST SW,1D,105,32,,,,,,,,
10778,Stop & Frisk,2014-01-29T16:50:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,4400 B/O NEBRASKA AVE NW,4400 NEBRASKA AVE NW,2D,202,32,,,,,,,,
10779,Stop & Frisk,2014-01-29T18:41:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,4200 B/O 4TH ST SE,4200 4TH ST SE,7D,706,21,,,,,,,,
10780,Stop & Frisk,2014-01-29T21:01:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,KENILWORTH AVE NE / NANNIE HELEN BURROUGHS AVE NE,KENILWORTH AVE NE / NANNIE HELEN BURROUGHS AVE NE,6D,602,Juvenile,,,,,,,,
10781,Stop & Frisk,2014-01-29T21:01:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,KENILWORTH AVE NE / NANNIE HELEN BURROUGHS AVE NE,KENILWORTH AVE NE / NANNIE HELEN BURROUGHS AVE NE,6D,602,Juvenile,,,,,,,,
10782,Stop & Frisk,2014-01-29T21:51:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1300 B/O CONGRESS ST SE,1300 CONGRESS ST SE,7D,705,23,,,,,,,,
10783,Stop & Frisk,2014-01-29T23:49:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,4200 B/O 2ND ST NW,4200 2ND ST NW,4D,407,22,,,,,,,,
10784,Stop & Frisk,2014-01-30T16:55:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2900 B/O MARTIN LUTHER KING JR AVE SE,2900 MARTIN LUTHER KING JR AVE SE,7D,705,18,,,,,,,,
10785,Stop & Frisk,2014-01-30T17:21:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2700 B/O GOOD HOPE RD SE,2700 GOOD HOPE RD SE,7D,702,45,,,,,,,,
10786,Stop & Frisk,2014-01-31T00:22:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,8TH ST NW / WEBSTER ST NW,8TH ST NW / WEBSTER ST NW,4D,407,27,,,,,,,,
10787,Stop & Frisk,2014-01-31T18:54:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2400 B/O P ST NW,2400 P ST NW,2D,206,43,,,,,,,,
10788,Stop & Frisk,2014-01-31T19:11:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1200 B/O HOLBROOKE TR NE,1200 HOLBROOKE TR NE,5D,506,Juvenile,,,,,,,,
10789,Stop & Frisk,2014-01-31T20:01:00.000Z,2014,Person,Black,Male,Unknown,1200 B/O WISCONSIN AVE NW,1200 WISCONSIN AVE NW,2D,206,38,,,,,,,,
10790,Stop & Frisk,2014-01-31T21:38:00.000Z,2014,Person,Black,Male,Unknown,1600 B/O GOOD HOPE RD SE,1600 GOOD HOPE RD SE,7D,701,25,,,,,,,,
10791,Stop & Frisk,2014-02-01T01:55:00.000Z,2014,Person,Black,Male,Unknown,4400 B/O GRANT RD NW,4400 GRANT RD NW,2D,202,18,,,,,,,,
10792,Stop & Frisk,2014-02-01T01:55:00.000Z,2014,Person,Unknown,Unknown,Unknown,4400 B/O GRANT RD NW,4400 GRANT RD NW,2D,202,,,,,,,,,
10793,Stop & Frisk,2014-02-01T09:42:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,200 B/O 55TH ST NE,200 55TH ST NE,6D,608,42,,,,,,,,
10794,Stop & Frisk,2014-02-01T09:42:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,200 B/O 55TH ST NE,200 55TH ST NE,6D,608,40,,,,,,,,
10795,Stop & Frisk,2014-02-01T13:51:00.000Z,2014,Person,Black,Male,Unknown,1100 B/O NORTH CAPITOL ST NW,1100 NORTH CAPITOL ST NW,1D,103,36,,,,,,,,
10796,Stop & Frisk,2014-02-01T19:37:00.000Z,2014,,,,,14TH ST NW / FAIRMONT ST NW,14TH ST NW / FAIRMONT ST NW,3D,304,,,,,,,,,
10797,Stop & Frisk,2014-02-01T20:26:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1100 B/O HOWARD RD SE,1100 HOWARD RD SE,7D,703,Juvenile,,,,,,,,
10798,Stop & Frisk,2014-02-01T21:33:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,3400 B/O GEORGIA AVE NW,3400 GEORGIA AVE NW,3D,302,41,,,,,,,,
10799,Stop & Frisk,2014-02-01T21:40:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1100 B/O ALABAMA AVE SE,1100 ALABAMA AVE SE,7D,703,Juvenile,,,,,,,,
10800,Stop & Frisk,2014-02-01T21:40:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1100 B/O ALABAMA AVE SE,1100 ALABAMA AVE SE,7D,703,Juvenile,,,,,,,,
10801,Stop & Frisk,2014-02-01T21:40:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1100 B/O ALABAMA AVE SE,1100 ALABAMA AVE SE,7D,703,18,,,,,,,,
10802,Stop & Frisk,2014-02-01T21:40:00.000Z,2014,Person,Black,Male,Unknown,1100 B/O ALABAMA AVE SE,1100 ALABAMA AVE SE,7D,703,Juvenile,,,,,,,,
10803,Stop & Frisk,2014-02-01T23:10:00.000Z,2014,Person,Black,Male,Unknown,1400 B/O JACKSON ST NE,1400 JACKSON ST NE,5D,504,27,,,,,,,,
10804,Stop & Frisk,2014-02-01T23:10:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1400 B/O JACKSON ST NE,1400 JACKSON ST NE,5D,504,26,,,,,,,,
10805,Stop & Frisk,2014-02-01T23:10:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1400 B/O JACKSON ST NE,1400 JACKSON ST NE,5D,504,24,,,,,,,,
10806,Stop & Frisk,2014-02-01T23:10:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,1400 B/O JACKSON ST NE,1400 JACKSON ST NE,5D,504,22,,,,,,,,
10807,Stop & Frisk,2014-02-01T23:45:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2400 B/O 14TH ST NE,2400 14TH ST NE,5D,505,18,,,,,,,,
10808,Stop & Frisk,2014-02-01T23:45:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2400 B/O 14TH ST NE,2400 14TH ST NE,5D,505,19,,,,,,,,
10809,Stop & Frisk,2014-02-01T23:45:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2400 B/O 14TH ST NE,2400 14TH ST NE,5D,505,19,,,,,,,,
10810,Stop & Frisk,2014-02-01T23:45:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2400 B/O 14TH ST NE,2400 14TH ST NE,5D,505,19,,,,,,,,
10811,Stop & Frisk,2014-02-01T23:45:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,2400 B/O 14TH ST NE,2400 14TH ST NE,5D,505,19,,,,,,,,
10812,Stop & Frisk,2014-02-01T23:45:00.000Z,2014,Person,Unknown,Unknown,Unknown,2400 B/O 14TH ST NE,2400 14TH ST NE,5D,505,,,,,,,,,
10813,Stop & Frisk,2014-02-02T03:56:00.000Z,2014,Person,Unknown,Male,Hispanic Or Latino,6500 B/O GEORGIA AVE NW,6500 GEORGIA AVE NW,4D,402,19,,,,,,,,
10814,Stop & Frisk,2014-02-02T03:56:00.000Z,2014,Person,Unknown,Male,Hispanic Or Latino,6500 B/O GEORGIA AVE NW,6500 GEORGIA AVE NW,4D,402,22,,,,,,,,
10815,Stop & Frisk,2014-02-02T03:56:00.000Z,2014,Person,Unknown,Male,Hispanic Or Latino,6500 B/O GEORGIA AVE NW,6500 GEORGIA AVE NW,4D,402,Juvenile,,,,,,,,
10816,Stop & Frisk,2014-02-02T03:56:00.000Z,2014,Person,White,Male,Hispanic Or Latino,6500 B/O GEORGIA AVE NW,6500 GEORGIA AVE NW,4D,402,18,,,,,,,,
10817,Stop & Frisk,2014-02-02T03:56:00.000Z,2014,Person,White,Female,Hispanic Or Latino,6500 B/O GEORGIA AVE NW,6500 GEORGIA AVE NW,4D,402,20,,,,,,,,
10818,Stop & Frisk,2014-02-02T04:09:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,18TH ST NW / N ST NW,18TH ST NW / N ST NW,2D,208,23,,,,,,,,
10819,Stop & Frisk,2014-06-06T03:06:00.000Z,2014,Person,White,Female,Not Hispanic Or Latino,1700 B/O K ST NW,1700 K ST NW,2D,207,24,,,,,,,,
10820,Stop & Frisk,2014-06-06T06:26:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,14TH ST NW / IRVING ST NW,14TH ST NW / IRVING ST NW,3D,302,26,,,,,,,,
10821,Stop & Frisk,2014-06-06T06:26:00.000Z,2014,Person,Black,Male,Unknown,14TH ST NW / IRVING ST NW,14TH ST NW / IRVING ST NW,3D,302,22,,,,,,,,
10822,Stop & Frisk,2014-06-06T08:52:00.000Z,2014,Person,Black,Male,Not Hispanic Or Latino,GEORGIA AVE NW / RITTENHOUSE ST NW,GEORGIA AVE NW / RITTENHOUSE ST NW,4D,402,46,,,,,,,,
10823,Stop & Frisk,2013-07-07T23:11:00.000Z,2013,Person,White,Male,Hispanic Or Latino,1400 B/O TAYLOR ST NW,1400 TAYLOR ST NW,4D,404,Juvenile,,,,,,,,
10824,Stop & Frisk,2013-07-09T18:00:00.000Z,2013,Person,Black,Male,Unknown,1ST ST NE / K ST NE,1ST ST NE / K ST NE,1D,103,56,,,,,,,,
10825,Stop & Frisk,2013-07-09T18:18:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1700 B/O Q ST SE,1700 Q ST SE,6D,607,25,,,,,,,,
10826,Stop & Frisk,2013-07-09T18:18:00.000Z,2013,Person,Unknown,Unknown,Unknown,1700 B/O Q ST SE,1700 Q ST SE,6D,607,,,,,,,,,
10827,Stop & Frisk,2013-07-09T20:28:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3RD ST NW / ELM ST NW,3RD ST NW / ELM ST NW,3D,306,53,,,,,,,,
